id_left,title_left,description_left,brand_left,category_left
17041126," ""578230-B21 HP Smart Array P410/512 Controller"", ""Null"" Price 578230-B21"" ""New 578230-B21 Controller Wholesale","""Description:HP Smart Array P410/512 FBWC 2-portsInt PCIe x8 SAS ControllerPart Number(s)
Manufacturer Part# 578230-B21"" ","""HP Enterprise""",Computers_and_Accessories
16670759," ""Dell UltraSharp U2414H 23.8"" Full HD IPS Monitor"" 23.8 inch LED Monitor - 8ms | CCL Computers""","""

                                See your work in vivid Full HD detail with a 23.8 inch monitor that features the world's thinnest border for nearly seamless viewing across multiple screens. With this incredible clarity across an ultra-wide 178-degree viewing angle comes the ability to pivot left-and right up to 90 degrees, so you can create a multiple screen arrangement with near-continual imagery between two or more monitors. In addition to 90-degree clockwise or counter-clockwise pivoting capability for use in side-by-side or top-to-top applications, the Dell UltraSharp 24 Monitor - U2414H offers generous height, tilt and swivel adjustments. Find the perfect position with 6.5-degree forward or 22-degree backward tilt adjustments and a height adjustability range of 130mm. An ultra-wide 178-degree viewing angle enables clear and easy sharing of your screen with multiple onlookers. Brilliance goes beyond the screen with easy connectivity to your favorite digital devices and fast USB charging capability. A mobile high-definition link (MHL) port allows you to view high-definition content directly from your compatible smart phone or tablet. Three USB 3.0 ports enable fast data transfers while one high-current USB 3.0 port supplies twice the power for charging and powering compatible USB devices. You can also connect your Dell UltraSharp 24 Monitor - U2414H to peripherals that require HDMI, DisplayPort or mini-DisplayPort connectivity.Manage power consumption wisely with PowerNap, enabled through the Dell Display Manager to either dim the monitor to the minimum brightness level or put it into sleep mode when it is not in use.

                            "" ","""Dell """,Computers_and_Accessories
9346450," ""632429-003 HP G8 G9 400-GB 6G 2.5 SAS SLC SSD"", ""Null"" ""New 632429-003 SSD Wholesale Price 632429-003""","""Description:HP 400GB 6G SLC (Single Level Cell) Enterprise Performance (EP) 2.5-inch (SFF)
 Serial Attached SCSI (SAS) Solid State DriveIn HPE SC (Smart Carrier) G8/G9 Drive tray (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Solid State Drive
Part Number(s)
Option Part# 653082-B21
Spare Part# 653962-001
Assembly Part# 632429-003
Assembly Part# 632520-006
Model# EO0400FBRWA"" ","""HP Enterprise""",Computers_and_Accessories
14832469," ""300680-B21 HP 2GB (2x1GB) 266MHz SDRAM Kit"", ""Null"" ""New 300680-B21 Kit Wholesale Price 300680-B21""","""Description:Genuine HPE 2GB (2x1GB) Registered 266MHzDDR PC2100 ECC SDRAM Memory KitPart Number(s)
Option Part# 300680-B21 (2 modules per Kit)
Spare Part# 300701-001 (2 modules per Kit)
Assembly Part# 261585-041 (2 modules per Kit)"" ","""HP Enterprise""",Computers_and_Accessories
16344410," ""533993-B22 HP Xeon E7400 2.8GHz DL120 G5"" ""Null"""," ""Description:Intelï¿½ Xeonï¿½ E7400 DL120 G5(2.80GHz/2-core/3MB/65W)Full Processor Option KitPart Number(s) Manufacturer Part# 533993-B22""","""HP Enterprise""",Computers_and_Accessories
9402326," ""Samsung 500GB 750 EVO SSD 2.5"" SATA 6Gbps Solid State Drive""@en ""▷ Samsung Drive | OcUK""@en","""The 750 EVO is the advanced consumer SSD powered by Samsung NAND technology that maximizes everyday computing experiences with optimized performance and enhanced reliability""@en ","""Samsung""@en",Computers_and_Accessories
17478930," ""340743-B21 HP 20/40GB INT OPAL DLT"" ""Null"""," ""Description:HP 20/40GB DLT Internal Opal Tape DrivePart Number(s) Option Part# 340743-B21 ""","""HP Enterprise""",Computers_and_Accessories
17188220," ""377239-001 DL580 G3 Intel Xeon MP 3.16GHz "" ""Null"""," ""Description:Rack-mountable - 4U 4-way Intel Xeon MP 3.16 GHz RAM 1 GB Hot-Swap 2.5-inch no HDD DVD/CD Gigabit Ethernet HP Part# 377239-001 ""","""HP Enterprise""",Computers_and_Accessories
4913430," ""Corsair AF140 Quiet Series Low Noise High Airflow - Single Pack (CO-9050009-WW)""@en ""▷ Corsair P… | OcUK""@en","""Air Series AF140: High Airflow, Low Noise""@en ","""Corsair""@en",Computers_and_Accessories
3677213," ""Sandisk 64GB Ultra SDSDUNC-064G SDXC Card r80MB/s w15MB/s Class 10 UHS-I"""," media players ""64GB Sandisk Ultra SDXC 9-pin Class 10 UHS-I up to 80MB/s Read and 15MB/s Write speeds 2.7V 3.3V voltage support 24mm x 32mm 2.1mm Secure Digital Extended Capacity Card for digital cameras video other flash devices""","""Sandisk""",Computers_and_Accessories
7744179," ""SanDisk SDSDUNC-064G-GN6IN CVK 64GB 9p SDXC r80MB/s 533x Class 10 UHS-I U1 SanDisk Ultra Secure Digi"""," ""SDSDUNC-064G-GN6IN CVK 64GB 9p SDXC r80MB/s 533x Class 10 UHS-I U1 SanDisk Ultra Secure Digital Extended Capacity Card Retail""","""SanDisk""",Computers_and_Accessories
16961572," ""Apple iMac 21.5-inch 2.9GHz Quad-core i5 (Late 2012) MD094LL/A"" ""iMac 21.5"" | macofalltrades""","""
Apple Part Number: MD094LL/A

Hardware Configuration
21.5-inch LED-backlit glossy widescreen TFT LCD display with IPS, 1920x1080 resolution2.9GHz quad-core Intel Core i5 processor with Turbo Boost up to 3.6GHz8.0GB PC3-12800 (1600MHz) DDR3 SO-DIMM on-board memory1.0TB Serial ATA hard disk drive @ 5400RPMNVIDIA GeForce GT 650M graphics with 512MB GDDR5 memoryAirPort Extreme wireless card (802.11a/b/g/n)Bluetooth 4.0Built-in FaceTime HD camera2- Thunderbolt ports4- USB 3.0 ports1- Ethernet port1- Secure Digital (SDXC) slotPower Cable Included"" ","""Null""",Computers_and_Accessories
15917378," ""HP 199679-001 10/20-GB Ext SCSI DLT"" ""Null"""," ""Description:10/20GB Ext SCSI DLTPart Number(s) Option Part# 199679-001 ""","""HP Enterprise""",Computers_and_Accessories
9221841," ""359461-005 HP 72.8-GB 10K FC-AL"", ""Null"" Price 359461-005-2Pack"" ""New 359461-005 FC-AL 2 Pack Wholesale","""Description:2 x StorageWorks 72.8GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s)
Option Part# 238921-B21
Spare Part# 244448-002
Assembly Part# 359461-005
Model# BD0725822B
2-5-2 Part# FE-19980-01"" ","""HP Enterprise""",Computers_and_Accessories
14137211," ""507825-B21 HP Xeon E5506 2.13GHz BL280c G6 "", ""Null"" ""New 507825-B21 Wholesale Price 507825-B21""","""Description:HP Intelï¿½ Xeonï¿½ E5506 BL280c G6 (2.13GHz/4-core/4MB/80W)Full Processor Option KitPart Number(s)Manufacturer Part# 507825-B21"" ","""HP Enterprise""",Computers_and_Accessories
16960023," ""Null"", ""491316-001 HP DL380 G6 2P X5550 2.66GHz 12GB"" Price 491316-001"" 12GB Wholesale 491316-001","""Description:
HP Proliant DL380 G6 Rack Mountable 2U 2-way
2 x Xeon X5550 2.66GHz/8MB 95W DDR3-1333
12GB (6 x 2GB) PC3-10600R Registered DIMMs
2 x NC382i Dual Port Gigabit Adapters
Smart Array P410i/512MB BBWC Controller
8 x 2.5-inch SFF Hot-Swap SAS/SATA Bays
HP Slim SATA DVD-RW Drive
2 x 750W Hot-Plug Power Supplies
6 x Fans (N+1 redundancy standard)
HP Part# 491316-001"" ","""HP Enterprise""",Computers_and_Accessories
17322378," ""462711-B21 HP X5450 3.0GHz ML370 G5"", ""Null"" Price 462711-B21"" ""New 462711-B21 G5 Wholesale","""Description:Intel Xeon X5450 ML370 G5 CPQ(3.00GHz/4-core/12MB/120W)Full Processor Option KitPart Number(s)Option Part# 462711-B21"" ","""HP Enterprise""",Computers_and_Accessories
8060887," "" Samsung 840 Series MZ-7TD120BW 120GB SATA 6.0Gb/s 2.5"" Internal Solid State Drive (SSD)""@en (SSD) - Micro Center ""@en","""
                        With its simple 3-Step migration solution and industry-leading IOPS performance, the Samsung SSD 840 Series is the single best upgrade you can make for your PC. Samsungs new SmartMigration software takes the guesswork and headache out of moving your operating system and precious data to your new SSD. Once youre up and running, the 840 Series amazing IOPS speeds empower you to multitask like never before.

createCookie('T402603','ODQwIFNlcmllcyBNWi03VEQxMjBCVyAxMjBHQiBTQVRBIDYuMEdiL3MgMi41IiBJbnRlcm5hbCBTb2xpZCBTdGF0ZSBEcml2ZSAoU1NEKQ==',30); createCookie('S402603','35436', 30);
 


                    ""@en ","""
                        Samsung
""@en, ""Null""@en",Computers_and_Accessories
17216887," ""ST3500630NS Seagate 500-GB 7.2K 3.5 3G SATA HDD"", ""Null"" Price ST3500630NS"" ""New ST3500630NS HDD Wholesale","""Description:Seagate Barracuda ES 500GB Hot-Plug Serial ATA (SATA) 3.0Gb/s 7200RPM 3.5-inch form factor 16MB Hard DrivePart Number(s)Manufacturer Part# ST3500630NS"" ","""Seagate""",Computers_and_Accessories
948290," ""Crucial BX100 500GB SATA 2.5 Inch Internal Solid State Drive - CT500BX100SSD1""@en-US ""Networking Products Page 31 | Laptops Outlet Direct""@en-US","""Outlast and outperform your hard drive. Boot up almost instantly. Load programs in seconds. And accelerate demanding applications with ease. It all starts with ditching your hard drive. Engineered to outperform a hard drive and deliver cost-effective performance, the Crucial BX100 leverages advanced flash memory technology and moves your computer beyond the outdated storage limitations of spinning discs. By transmitting data in a digital manner rather than having to seek it out on a spinning platter, the Crucial BX100 is over 15x faster, 2x more reliable, and 2x more energy efficient than a typical hard drive.""@en-US ","""Crucial""@en-US",Computers_and_Accessories
4205066," ""Seagate 2TB Barracuda 3.5"" 7200 RPM Internal Hard Drive""@en Drive ST2000DM001 - Filmtools""@en","""
Capacities up to 6TB
7200-RPM spin speed
64MB Cache
Seagate AcuTracTM servo technology
Instant Secure Erase feature
""@en ","""Seagate""@en",Computers_and_Accessories
16079150," ""Corsair 32GB Flash Voyager GO Drive (CMFVG-32GB-EU)""@en ""▷ Corsair (CMFVG-32GB-EU) | OcUK""@en","""The easy way to move photos / music and videos between your Android phone or tablet and your PC.""@en ","""Corsair""@en",Computers_and_Accessories
16104177," ""NZXT Caja SemiTorre S340 White""@es-es","""  	  		  			Marca  			NZXT  		  		  			Modelo  			CA-S340W-W1  		  		  			Tipo  			Semitorre  		  		  			Formatos soportados  			ATX, Micro-ATX, Mini-ITX  		  		  			Fuente  			Sin fuente de alimentación  		  		  			Bahías   			  			- 3x 3.5"" internas    			- 2x 2,5"" internas  			  		  		  			Conexiones frontales  			  			- 1x auriculares    			- 1x micrófono    			- 2x USB 3.0  			  		  		  			Refrigeración incluida  			  			- 1x ventilador superior de 120 mm.    			- 1x ventilador trasero de 120 mm.  			  		  		  			Refrigeración opcional  			  			Frontal:    			- 2x ventiladores de 140 mm.    			- 2x ventiladores de 120 mm.    			Superior    			- 1x ventilador de 140 mm.  			  		  		  			Otras Características  			  			- Máxima longitud de grafica:    			  334 mm (con radiador)    			  364 mm (sin ventilador)    			- Soporte para radidadores:    			  Frontal: 2x 140 mm. / 2x 120 mm.    			- Tamaño máximo de disipador: 161 mm.    			- Gestión de cables:    			  17 mm. (punto más bajo)    			  168 mm. (punto más alto)  			- Ranuras de expansión: 7    			- Materiales: acero SECC y plástico ABS    			- Dimensiones 200mm (W) x 445mm (H) x 432mm (D)  			- Peso: 7,05 kg.    			- Color: blanco  			  		  		  			Fecha de revisión  			27-04-2015 por J4V  		  	  ""@es-es ","""Null""@es-es",Computers_and_Accessories
12415697," ""**B Grade** Intel Core i5-4460 3.20GHz (Haswell) Socket LGA1150 Processor - Retail""@en ""▷ **B LGA1… | OcUK""@en","""Quad Core Technology, 3.20GHz clock speed, 22nm Process, 6MB L3 Cache, Dual Channel DDR3 Controller, Integrated HD 4600 Graphics, 3 Year Warranty""@en ","""Intel""@en",Computers_and_Accessories
5622216," ""Corsair Flash Survivor 64 GB USB 3.0 Drive - Black ""@en | CMFSS3B-64GB Novatech""@en","""Null""@en ","""Corsair""@en",Computers_and_Accessories
1156257," ""AMD Ryzen 3 Quad Core 1300X 3.70GHz (Socket AM4) Processor - Retail""@en ""▷ AMD -… | OcUK""@en","""YD130XBBAEBOX, Quad Core with Four Threads, 3.70GHz clock speed, 14nm FinFet Process, 8MB L3 Cache, Dual Channel DDR4 Controller, 3 Year Warranty""@en ","""AMD""@en",Computers_and_Accessories
10265445," ""390394-001 HP Proliant ML350 G4p PS"", ""Null"" ""New 390394-001 PS 2 Pack Wholesale Price 390394-001-2Pack""","""Description:2 x HPE Proliant 725 Watt Redundant Hot-Plug Power SupplyFor the ML350 G4pPart Number(s)Option Part# 384168-001Spare Part# 390394-001"" ","""HP Enterprise""",Computers_and_Accessories
12305971," ""458418-B21 HP E5410 2.33GHz ML370 G5"" ""Null"""," ""Description:Intel Xeon E5410 ML370 G5(2.33GHz/4-core/12MB/80W) CPQFull Processor Option KitPart Number(s)Option Part# 458418-B21""","""HP Enterprise""",Computers_and_Accessories
17075284," ""432804-B21 HP 1GB PC2-5300 ECC DIMM"", ""Null"" ""New 432804-B21 DIMM Wholesale Price 432804-B21""","""Description:HP 1GB Unbuffered PC2-5300 ECC DIMM (1 x 1GB)Part Number(s)
HP Part# 432804-B21"" ","""HP Enterprise""",Computers_and_Accessories
11838608," ""UNIVERSAL AUDIO APOLLO 16 QUAD""@pt-pt QUAD - Woodbrass Portugal""@pt-pt","""Buy and register any new Apollo rackmount interface (Apollo 8, Apollo 8p, Apollo 16, or Apollo FireWire) through December 31st, 2017, and you’ll get a UAD-2 Satellite OCTO or QUAD DSP Accelerator absolutely free!For more information, please visit: https://www.uaudio.com/apollo-satellite-promoApollo 16 Thunderbolt Audio Interface w/ QUAD ProcessingThe new Apollo 16 is an elegant update to UA’s premium audio interface — delivering enhanced sound with the tone, feel, and flow of analog recording. Perfect for professional studios, this 18 x 20 Thunderbolt interface offers twice the analog connectivity of the Apollo 8/8p, making it ideal for pairing with mixing consoles and outboard processors. Apollo 16 further distinguishes itself with Realtime UAD Processing, letting you record at near-zero latency through the full range of UAD plug-ins from Neve, Studer, Manley, Lexicon, and more.* Apollo Expanded software now allows cascading up to four Apollos and six total UAD-2 devices in a single system over Thunderbolt (Mac), so you can scale up your studio as your needs grow. With its powerful onboard UAD-2 QUAD processing, genuine UA analog design, and next-generation A/D and D/A conversion, Apollo 16 puts class-leading audio performance in a sleek new package.Key Features● Next-generation Apollo A/D and D/A conversion for professional music production● Onboard UAD-2 QUAD Core DSP allows Realtime UAD Processing — record through plug-ins from Neve, Lexicon, Studer, Manley, Ampex, and more*● 18 x 20 Thunderbolt 2 audio interface for Mac with powerful Console 2.0 software control● 16 x 16 analog I/O via DB-25 connectors — ideal for pairing with mixing consoles, outboard preamps, etc.● Cascade up to 4 Apollo interfaces and 6 UAD devices total over Thunderbolt● Includes “Realtime Analog Classics Plus” UAD plug-in bundle with 610-B Tube Preamp & EQ, Raw Distortion, Softube Amp Rooms, legacy LA-2A, 1176, and Fairchild compressors, Pultec EQs, and more● World class UA analog design, superior components, and premium build qualityNext-Generation Apollo A/D and D/A ConversionApollo 16 improves upon the original Apollo’s gold-standard audio quality with completely redesigned, class-leading digital conversion — giving you increased dynamic range and even lower THD. This results in breathtaking clarity, depth, and accuracy in your recordings, from tracking and overdubbing, to mixing and mastering.Realtime UAD Plug-In Processing for Tracking, Mixing, and MasteringWhile Apollo 16’s “natural” sound is very open and transparent, it can quickly deliver a stunning range of classic analog tones and color via its Realtime UAD Processing. Available with generous UAD-2 QUAD processing onboard, Apollo’s DSP Acceleration allows for recording through UAD Powered Plug-Ins — with as low as sub-2ms latency — letting you monitor and “print” audio using classic analog emulations from Ampex, Lexicon, Manley, Neve, Roland, SSL, Studer, and more.* The Apollo 16’s bundled “Realtime Analog Classics Plus” suite of UAD plug-ins gives you the UA 610-B Tube Preamp & EQ, Raw Distortion, Softube Amp Rooms, legacy LA-2A, 1176, and Fairchild compressors, Pultec EQs, and more, so you have a rack full of bonafide audio classics, right out of the box.Using Apollo, UAD plug-ins are also available during mixing and mastering, putting UAD plug-ins (VST, RTAS, AU, AAX 64) at your disposal throughout the creative process. Apollo Expanded and Console 2.0Thanks to Apollo Expanded software, users of Thunderbolt-equipped Apollo Twin, Apollo 8, Apollo 8p, and Apollo 16 audio interfaces can combine up to four Apollos and six total UAD-2 devices — adding I/O and DSP as their studio grows. Apollo Expanded also provides seamless integration with previous generation Apollos over Thunderbolt. With Apollo 16’s Console 2.0 application — a complete re-imagining of Apollo’s original Console software — you can take advantage of over 25 user-requested features such as Channel Strip presets, Drag & Drop functionality, dynamically resizable windows, and more.*All trademarks are recognized as property of their respective owners. Individual UAD Powered Plug-Ins sold separately.""@pt-pt ","""UNIVERSAL AUDIO""@pt-pt",Other_Electronics
1546919," ""Corsair Vengeance LPX Red 16GB (4x4GB) DDR4 PC4-24000 3000MHz Dual/Quad Channel Kit ""@en 4x4GB | CMK16GX4M4B3000C15R Novatech""@en","""3000MHz RAM Speed, CL15, 1.35v VDIMM, Intel XMP 2.0, Lifetime Warranty""@en ","""Corsair""@en",Computers_and_Accessories
5426805," ""WD60EFRX6TB Disco Duro 3.5"" Edición RED NAS 64MB""@es WD60EFRX Western Digital""@es ""Disco duro interno","""Western Digital Edición RED modelo WD60EFRX. Disco Duro NAS 6TB  Esta unidad de almacenamiento de 3.5 de bajo consumo energético y silencioso, esta especialmente indicada para instalar en equipos NAS mejorando así el rendimiento de estos servidores.""@es ","""Western Digital""@es",Computers_and_Accessories
2479890," ""Fair Condition*: Apple MacBook Pro 15-inch 2.5GHz Quad-core i7 (Retina, Mid 2015) MJLT2LL/A"" MJLT2LL/A - mac of all trades"" ""Used Fair (Retina","""
Includes: Battery, MagSafe Power Adapter

"" ","""Null""",Computers_and_Accessories
10850011," ""DISCONTINUED Samsung 840 EVO 250GB 2.5-Inch SATA III Internal SSD (MZ-7TE250BW)""@en-US ""Data Storage - Page 6 | Laptops Outlet Direct""@en-US","""Upgrading your PC with a Samsung SSD is the most economical way to breathe new life into an aging PC. The 840 EVO reads, writes and multi-tasks at incredible speeds, enhancing boot-up speed, application loading and multi-tasking performance. It's more than an upgrade, it's a complete transformation of your PC.""@en-US ","""Samsung""@en-US",Computers_and_Accessories
7825644," ""Asus TUF X99 Sabertooth Intel (Socket 2011) DDR4 ATX Motherboard""@en ""▷ Asus Mot… | OcUK""@en","""Socket 2011-3, Intel X99 Chipset, 3x PCI-E 3.0 x16, 1xPCI-E x4, 1x PCI-E x1, 10x SATA 6Gb/s, SATA Express, 8xUSB 3.0, 8xUSB 2.0, 2xUSB 3.1, 2x Gb LAN, WIFI, 7.1 HD Audio, 3 Way Crossfire & SLI Support""@en ","""Asus""@en",Computers_and_Accessories
5853645," ""512743-001 HP 72-GB 6G 15K 2.5 DP SAS HDD"", ""Null"" HDD Wholesale 512743-001 Price 512743-001""","""Description:72GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 15K Hard Disk DriveFor G1-G7 Proliant SAS ServersGenuine HPE Serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 512545-B21
Spare Part# 512743-001
Assembly Part# 512544-001
Model# DH0072FAQRD"" ","""HP Enterprise""",Computers_and_Accessories
16399734," ""361040-B21-HP Slim DVD DL145"", ""Null"" Price 361040-B21"" ""New 361040-B21-HP DL145 Wholesale","""Description:Slim DVD Option Kit for the Proliant DL145   Option Part# 361040-B21 "" ","""HP Enterprise""",Computers_and_Accessories
5882470," ""Corsair 4GB (1x4GB) DDR3 1333 MHz (PC3 10666) Laptop Memory""@en-US ""Blank Media - Page 2 | All Tech Toys""@en-US","""Corsair's mainstream SODIMM memory solution for DDR3 Laptops. Designed for current generation notebooks, mini-PCs and netbooks, Corsair's new high density SODIMMs allow users to maximize memory bandwidth and minimize performance bottleneck to deliver superior user experience. Corsair SODIMMs are optimized for the Microsoft Windows Vista and Windows 7 client operating systems.  Customer Service / Tech support: 1-888-222-4346 opt. 1""@en-US ","""Corsair""@en-US",Computers_and_Accessories
9796230," ""456896-001 HP 400-GB 10K 3.5 DP SAS 2 Pack """," ""Description:2 x 400GB Serial Attached SCSI (SAS) 10K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 459508-B21 Spare 456896-001 Assembly 455543-001 Model# DD400B8541""","""HP Enterprise""",Computers_and_Accessories
10252901," "" Mac Mini - Core i5 1.4 GHz 4GB 500GB ""@en"," ""1.4GHz Processor 500 GB Storage 1.4GHz dual-core Intel Core i5 4GB memory 500GB hard drive HD Graphics 5000""@en","""Apple""@en",Computers_and_Accessories
11634202," ""Asus Xonar Essence STX II 7.1""@en ""▷ Asus 7.1 | OcUK""@en","""Asus Xonar Essence STX II 7.1, 7.1-channel Hi-Fi quality sound card with 124dB SNR clarity, top-notch headphone amplifier, Premium TCXO""@en ","""Asus""@en",Computers_and_Accessories
17192582," ""508429-001 HP 400-GB 10K 3.5 DP NHP SAS HDD"", ""Null"" ""New 508429-001 HDD Wholesale Price 508429-001""","""Description:400GB Serial Attached SCSI (SAS) 3.5-inch Non-Hot-Plug 10K DP Hard DriveGenuine HPE serial number and firmwarePart Number(s)
Hewlett-Packard Part# 508232-B21
Spare Part# 508429-001"" ","""HP Enterprise""",Computers_and_Accessories
15122483," ""287494-B21 128MB PC100 ECC DDR"" ""Null"""," ""Description:128MB PC2100 DDR266 Registered ECC 184pin DIMMPart Number(s)Hewlett-Packard Part# 287494-B21""","""HP Enterprise""",Computers_and_Accessories
5129875," ""Western Digital WD20EFRX 2TB SATA3 64MB Red""@es-es",""" MarcaWestern DigitalModeloWD20EFRXEspecificaciones- Conexión: SATA 6Gb/s (SATA 3)- Capacidad: 2TB- Velocidad: (RPM) 5400 RPM- Cache: 64MB- Tamaño: 3.5"" Fecha Revisión13-06-2017 por MSB""@es-es ","""Null""@es-es",Computers_and_Accessories
13999682," ""356816-001 ML350T G4p Xeon 3.2 2MB 512MB"" ""Null"""," ""Description:Proliant ML350 G4p 4U Tower Server 3.2GHz Xeon 512MB DDR2Hewlett-Packard Part# 356816-001""","""HP Enterprise""",Computers_and_Accessories
